Severity,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID,ftr1,ftr2,ftr3,DSI_Segmented
Significant_Damage_And_Fatalities,20.2283105022831,15,2,41.5679124886053,0.687191489361702,78.37,2,11503.388560834199,1,0.15978428784918697,2938,1.3485540334855401,20.78395624430265,8.605214303022336,2
Minor_Damage_And_Injuries,52.4657534246575,13,0,73.2452142206017,0.22199134511359503,81.62,2,39835.7183100935,1,0.538862339469786,10309,4.035827186512115,36.62260711030085,9.763610942019849,2
Minor_Damage_And_Injuries,38.4474885844749,17,5,74.9316317228806,0.326571222502704,79.31,2,37435.5727950293,2,0.50848625905791,3918,2.261616975557347,24.977210574293533,13.169979024029471,2
Highly_Fatal_And_Damaging,44.84018264840179,8,2,80.5834092980857,0.249759105661738,78.21,4,45783.5276614128,0,0.0839917945185517,4830,5.605022831050224,80.5834092980857,1.6406671278376737,1
Minor_Damage_And_Injuries,43.8812785388128,15,1,68.003646308113,0.338471691309052,78.97,1,45541.2367525593,2,1.66486418964678,6630,2.9254185692541865,22.667882102704336,44.50033716555788,2
Significant_Damage_And_Fatalities,25.296803652968002,14,5,47.265268915223395,0.5948727010457989,76.19,5,49288.6355066503,3,0.0324373855024073,11434,1.8069145466405716,11.816317228805849,1.4701710116541957,2
Significant_Damage_And_Fatalities,61.8264840182648,13,7,66.1349134001823,0.423217454020916,78.07,6,42607.0710974919,1,0.0106066637907699,10987,4.755883386020369,33.06745670009115,0.35045039389162996,2
Significant_Damage_And_Fatalities,59.2694063926941,14,3,61.6226071103008,0.331980526505589,90.87,7,32342.3133839545,3,0.0030220785773064102,8830,4.2335290280495785,15.4056517775752,0.09116725732758477,2
Highly_Fatal_And_Damaging,24.337899543379002,14,0,70.7839562443026,0.267790119004688,76.75,4,26538.322262979,1,0.0486259930836168,2237,1.738421395955643,35.3919781221513,0.999404766424236,2
Significant_Damage_And_Fatalities,55.0228310502283,15,9,70.3281677301732,0.5122906599350879,77.03,7,28451.0147010119,0,0.0029156570877262103,4196,3.6681887366818864,70.3281677301732,0.11505692972521558,2
Highly_Fatal_And_Damaging,65.7534246575342,5,20,48.1312670920693,0.6381471330688779,79.75,3,39150.6721955048,1,0.19486962941320102,4755,13.15068493150684,24.06563354603465,9.917350752745257,0
Minor_Damage_And_Injuries,68.7671232876712,8,2,74.65815861440291,0.33450486837360305,78.78,5,15868.4439388883,2,0.0107749305075961,5438,8.5958904109589,24.886052871467637,0.28394413150661496,1
Minor_Damage_And_Injuries,32.648401826484,15,1,48.6326344576117,0.431151099891814,78.29,4,35960.976402256805,2,0.0657328863038229,6012,2.1765601217655997,16.210878152537234,2.218801719665028,2
Highly_Fatal_And_Damaging,48.3561643835616,7,2,76.7547857793984,0.293033537684818,77.27,4,41509.545282458,3,0.0758299007487241,8779,6.908023483365943,19.1886964448496,1.7169938041601638,1
Highly_Fatal_And_Damaging,53.9269406392694,12,5,44.712853236098496,0.571071763433105,78.7,5,28579.1660477413,1,0.0181978246117614,9273,4.493911719939116,22.356426618049248,0.8178711604056049,1
Significant_Damage_And_Serious_Injuries,54.7488584474886,9,28,60.6198723792161,0.527436711143166,79.42,7,52249.610146137195,3,0.00460286344892508,9173,6.0832064941654,15.154968094804024,0.1928094556349523,1
Significant_Damage_And_Fatalities,14.5205479452055,17,3,55.6061987237922,0.30998269022719105,77.18,2,31365.239571317998,3,0.4244823581168529,6809,0.8541498791297353,13.90154968094805,10.155512908872536,2
Significant_Damage_And_Fatalities,40.821917808219204,9,7,41.020966271649996,0.5433040028849621,76.8,1,45255.700735690196,2,1.7000268879320202,7462,4.535768645357689,13.673655423883332,70.9348925357208,1
Significant_Damage_And_Serious_Injuries,43.6529680365297,12,2,59.6627164995442,0.42213559322033894,81.86,6,37571.9051001859,0,0.00964423065045325,382,3.637747336377475,59.6627164995442,0.33326622397244476,1
Minor_Damage_And_Injuries,75.98173515981729,6,12,67.86690975387421,0.352535881716553,81.26,2,28213.4276195929,4,0.382453188083348,5152,12.663622526636216,13.573381950774841,10.95616162466568,0
Minor_Damage_And_Injuries,40.0,13,8,49.863263445761206,0.357223945185719,78.62,6,46457.4404448416,3,0.0115453696276444,8616,3.076923076923077,12.465815861440301,0.3242510891290806,2
Minor_Damage_And_Injuries,47.899543378995396,14,1,97.9945305378305,0.20900901550667103,77.52,2,21526.324250148202,2,0.30011361651155,6514,3.421395955642528,32.66484351261017,4.862554522390535,2
Highly_Fatal_And_Damaging,32.557077625570805,12,9,68.9608021877849,0.30998269022719105,76.39,2,31195.9927218196,0,0.422074757716085,2210,2.7130898021309005,68.9608021877849,9.994552023271254,1
Highly_Fatal_And_Damaging,44.794520547945204,8,2,68.91522333637201,0.151670393076091,76.89,4,36156.8263602184,0,0.0664963794143816,5783,5.5993150684931505,68.91522333637201,0.7754765557811124,1
Highly_Fatal_And_Damaging,46.25570776255711,7,2,67.50227894257071,0.269232600072124,75.35,4,38277.0201603213,0,0.0704801840529321,4445,6.607958251793873,67.50227894257071,1.4298086875821037,1
Significant_Damage_And_Serious_Injuries,41.3698630136986,13,20,61.6681859617138,0.387876667868734,80.35,3,37974.6171677544,0,0.18927904197012,10051,3.182297154899892,61.6681859617138,5.899049851174376,2
Minor_Damage_And_Injuries,53.6529680365297,9,2,53.09936189608021,0.410235124413992,80.0,3,22418.797459827598,3,0.111669094338871,6047,5.961440892947745,13.274840474020053,3.6648467847443644,1
Minor_Damage_And_Injuries,42.100456621004604,12,8,49.863263445761206,0.35433898305084705,79.12,3,52513.9126928886,4,0.256579480296917,4540,3.508371385083717,9.972652689152241,7.193282790944244,1
Significant_Damage_And_Fatalities,65.296803652968,13,12,74.06563354603459,0.46613126577713604,79.53,7,21079.2995457879,0,0.00203327570840989,6906,5.022831050228307,74.06563354603459,0.07537641688237194,2
Significant_Damage_And_Fatalities,19.4063926940639,15,3,53.327256153145,0.26670825820411104,75.2,4,19484.2436106125,3,0.0356172029643824,7290,1.2937595129375934,13.33181403828625,0.7143550427879014,2
Significant_Damage_And_Serious_Injuries,33.0593607305936,15,15,72.33363719234279,0.442330328164443,83.6,1,40822.7854450646,2,1.48431579962055,11278,2.2039573820395737,24.1112123974476,54.88824000075101,2
Highly_Fatal_And_Damaging,52.6027397260274,13,2,47.538742023701,0.487768481788677,84.13,6,31631.230827543703,1,0.00811790790848975,6499,4.0463645943098,23.7693710118505,0.33312616347930163,2
Significant_Damage_And_Fatalities,29.634703196346997,13,7,48.9061075660894,0.51156941940137,77.68,4,23561.292843337902,2,0.0434693964976293,2272,2.279592553565154,16.302035855363133,1.7274178499286068,2
Significant_Damage_And_Serious_Injuries,41.7351598173516,13,11,71.8778486782133,0.38030364226469504,76.2,6,17443.6548671994,2,0.0047760663608893104,1180,3.2103969090270463,23.959282892737765,0.13840628397509983,2
Highly_Fatal_And_Damaging,40.365296803653,9,1,56.79124886052871,0.36443635052289897,76.95,3,21268.8395478725,3,0.10639403449074698,5780,4.485032978183667,14.197812215132178,2.983648038153215,1
Significant_Damage_And_Serious_Injuries,30.4566210045662,16,0,76.5268915223336,0.239661738189686,78.84,6,37178.3769732465,2,0.00916356586669669,12089,1.9035388127853874,25.508963840777866,0.17314494878684772,2
Minor_Damage_And_Injuries,40.7762557077626,13,0,45.442114858705594,0.5981182834475289,76.37,2,22443.893571404904,1,0.306870692970856,10487,3.136635054443277,22.721057429352797,14.017329520810668,2
Significant_Damage_And_Serious_Injuries,37.1689497716895,14,3,62.7620783956244,0.329095564370718,79.63,1,10730.4301304362,1,0.35922927079480893,2835,2.654924983692107,31.3810391978122,9.413919087799972,2
Significant_Damage_And_Serious_Injuries,38.8127853881278,13,18,64.0382862351869,0.46721312657771297,82.06,6,30858.543137353397,4,0.008024948255931941,3697,2.985598876009831,12.80765724703738,0.30767257722273955,2
Minor_Damage_And_Injuries,45.205479452054796,11,35,56.563354603464,0.45964010097367497,81.06,6,17474.5485605647,1,0.00492049195200934,1564,4.109589041095891,28.281677301732,0.1833297881556597,1
Significant_Damage_And_Serious_Injuries,24.566210045662103,18,6,59.6171376481313,0.273560043274432,78.16,4,31278.3864504925,2,0.057671471877196005,87,1.364789446981228,19.872379216043765,1.2330998643640105,2
Significant_Damage_And_Serious_Injuries,43.3333333333333,12,3,77.52962625341841,0.18556869816083602,79.76,5,14519.2418896442,2,0.0112049590659801,7845,3.6111111111111085,25.84320875113947,0.1658441438255141,1
Significant_Damage_And_Serious_Injuries,56.62100456620999,8,6,85.6882406563355,0.151670393076091,78.6,6,32932.7239225323,2,0.008176606091522421,6000,7.077625570776249,28.562746885445165,0.09747571611046386,1
Highly_Fatal_And_Damaging,42.648401826484,9,0,58.7055606198724,0.256610890732059,81.16,1,31380.143920272796,1,1.1631821282771,3168,4.738711314053777,29.3527803099362,24.225058996008027,1
Minor_Damage_And_Injuries,49.0867579908676,14,4,68.0948040109389,0.29411539848539503,79.63,1,26992.7869170996,1,0.9914334669509591,11015,3.506196999347686,34.04740200546945,23.219777472117553,2
Highly_Fatal_And_Damaging,33.515981735159805,11,2,61.485870556062004,0.44413342949873796,75.21,4,25794.580871847003,3,0.0471571412717711,1459,3.0469074304690733,15.371467639015501,1.5752029690835745,1
Highly_Fatal_And_Damaging,25.296803652968002,14,3,83.8195077484048,0.301327803822575,81.94,4,25111.174904879503,2,0.0460458912336435,7285,1.8069145466405716,27.939835916134935,1.136909902563101,2
Significant_Damage_And_Serious_Injuries,37.3972602739726,14,1,79.7629899726527,0.36083014785430895,78.39,6,49758.6415438009,2,0.0128953266110588,3269,2.6712328767123283,26.58766332421757,0.3647504422174424,2
Highly_Fatal_And_Damaging,13.698630136986301,17,5,62.6709206927985,0.25841399206635396,79.85,2,37474.0741743146,1,0.50921558962637,2453,0.8058017727639001,31.33546034639925,10.507336402021135,2
Minor_Damage_And_Injuries,53.9269406392694,12,14,49.31631722880589,0.421053732419762,86.42,1,37120.1716684666,3,1.3583961336022699,10724,4.493911719939116,12.329079307201473,49.428589805677895,1
Significant_Damage_And_Serious_Injuries,48.6301369863014,11,4,79.7629899726527,0.255168409664623,82.66,3,34032.0959991224,0,0.170265585090925,11302,4.420921544209218,79.7629899726527,3.5912793056530226,1
Significant_Damage_And_Serious_Injuries,52.4657534246575,9,0,58.933454876937105,0.42538117562207,78.75,3,29213.8409826863,0,0.145447149829291,5524,5.829528158295278,58.933454876937105,4.872300267339474,1
Significant_Damage_And_Serious_Injuries,48.4474885844749,10,27,64.4940747493163,0.368763793725207,88.27,6,35818.6532209991,2,0.00857347982384688,2415,4.84474885844749,21.498024916438766,0.2790734561988324,1
Significant_Damage_And_Fatalities,38.310502283105,11,1,49.5442114858706,0.5155362423368189,79.89,4,47541.0050691026,3,0.0869913348454806,3318,3.4827729348277274,12.38605287146765,3.5828416801212124,1
Significant_Damage_And_Fatalities,58.9954337899543,14,7,73.0173199635369,0.32080129823296005,82.49,7,52189.5365431102,0,0.0044929035955593105,4950,4.213959556425307,73.0173199635369,0.11889525447594136,2
Highly_Fatal_And_Damaging,45.388127853881294,15,3,52.506836827712,0.5209455463397039,77.33,2,47423.386064199294,1,0.639480633874222,8485,3.025875190258753,26.253418413856,25.761297704521336,2
Highly_Fatal_And_Damaging,30.6392694063927,12,6,74.24794895168641,0.23280995311936498,76.02,1,32791.8421914493,3,1.21223592334104,9552,2.553272450532725,18.561987237921603,21.45440913645011,1
Highly_Fatal_And_Damaging,13.789954337899498,17,0,62.6709206927985,0.300967183555716,79.84,3,41118.8206454296,3,0.203686644663722,1318,0.8111737845823235,15.667730173199624,4.894431182464769,2
Significant_Damage_And_Serious_Injuries,39.4977168949772,13,6,78.0309936189608,0.38102488279841296,78.28,3,39523.6657956433,2,0.19665478666366898,11038,3.038285914998246,26.01033120632027,5.865549131912443,2
Significant_Damage_And_Serious_Injuries,39.178082191780796,13,7,70.8751139471286,0.42393869455463395,78.59,3,33528.5133497288,3,0.16876079449003398,24,3.013698630136984,17.71877848678215,5.622661107068197,2
Minor_Damage_And_Injuries,56.8493150684931,11,18,76.9826800364631,0.29447601875225393,87.05,2,30950.391312881402,3,0.420554790386963,8932,5.16811955168119,19.245670009115774,10.78055929462673,1
Minor_Damage_And_Injuries,58.4474885844749,11,5,64.8131267092069,0.329095564370718,83.45,2,36844.4611648139,3,0.49916781630291795,10990,5.313408053134082,16.203281677301725,13.708658141818196,1
Highly_Fatal_And_Damaging,19.7716894977169,15,7,57.65724703737471,0.428626758023801,78.13,1,18584.990656943897,2,0.6805149776311271,11035,1.3181126331811266,19.21908234579157,22.789499735320547,2
Significant_Damage_And_Serious_Injuries,51.689497716895,10,1,72.5615314494075,0.38715542733501596,78.56,3,45213.5076682407,1,0.224051804560772,7291,5.168949771689499,36.28076572470375,6.814520035311107,1
Highly_Fatal_And_Damaging,27.8082191780822,13,5,65.1321786690975,0.3900403894698879,78.66,7,26744.8667985702,2,0.0021957592815412303,1208,2.1390937829294,21.7107262230325,0.06736716178918203,2
Highly_Fatal_And_Damaging,23.424657534246602,15,10,71.19416590701921,0.351454020915975,79.58,4,42336.4810156185,2,0.0776846904276515,10362,1.5616438356164402,23.73138863567307,2.172740654490817,2
Significant_Damage_And_Serious_Injuries,62.511415525114096,13,0,49.042844120328205,0.5436646231518211,78.46,7,15180.0317902949,1,0.0010359524358996301,1159,4.808570425008776,24.521422060164102,0.04418951078970014,2
Significant_Damage_And_Serious_Injuries,54.246575342465704,5,4,73.2907930720146,0.244349801658853,77.95,3,34497.643982666,1,0.170265585090925,9071,10.84931506849314,36.6453965360073,3.2430600137137797,0
Minor_Damage_And_Injuries,33.1050228310502,18,5,68.7784867821331,0.265265777136675,78.17,1,35553.1857893287,2,1.30833972726219,5386,1.8391679350583443,22.926162260711035,27.129504670124103,2
Significant_Damage_And_Fatalities,26.2557077625571,14,2,55.742935278031,0.303852145690588,79.25,4,41817.980603858596,3,0.0758867263611491,1330,1.8754076973255072,13.93573381950775,1.8273738122658705,2
Highly_Fatal_And_Damaging,30.776255707762605,20,2,56.8368277119417,0.30349152542372904,84.76,6,50122.019751680804,3,0.0122725648420376,3108,1.5388127853881302,14.209206927985425,0.3156987424436423,3
Significant_Damage_And_Fatalities,48.6301369863014,17,1,69.64448495897899,0.30313090515687,76.94,7,33771.9962999398,2,0.00302253034884826,1119,2.860596293311847,23.214828319659663,0.07049414841767657,2
Highly_Fatal_And_Damaging,30.3196347031963,12,0,68.64175022789429,0.41348070681572296,81.48,4,46371.5275238705,2,0.0852658479246149,10252,2.5266362252663583,22.880583409298097,2.872641204308263,1
Significant_Damage_And_Fatalities,23.1050228310502,14,22,37.511394712853296,0.577923548503426,79.74,1,38783.3566123134,3,1.41925629416222,1491,1.650358773646443,9.377848678213324,65.40447307586709,2
Significant_Damage_And_Serious_Injuries,29.0867579908676,16,2,81.175934366454,0.23713739632167302,77.38,6,29575.3516590254,3,0.00748354252390023,7003,1.817922374429225,20.2939835916135,0.13732069834224156,2
Significant_Damage_And_Fatalities,59.5433789954338,14,15,70.5560619872379,0.239661738189686,78.7,7,27171.7746672583,1,0.00216517885963475,12066,4.253098499673842,35.27803099361895,0.040838258631641,2
Significant_Damage_And_Fatalities,27.8538812785388,13,5,53.600729261622604,0.47226181031373904,78.49,4,24068.4258556326,2,0.0438845610976343,8060,2.1426062521952924,17.8669097538742,1.6267054280775357,2
Highly_Fatal_And_Damaging,20.958904109589,15,9,79.39835916134909,0.267429498737829,77.1,4,20146.9172518634,3,0.0379490753135521,9682,1.3972602739725999,19.849589790337273,0.7824649387462533,2
Highly_Fatal_And_Damaging,58.310502283105,11,4,54.922515952598,0.40518644067796605,76.09,2,32793.2571499654,1,0.44231497740864395,2002,5.300954753009545,27.461257976299,13.636852185783948,1
Significant_Damage_And_Serious_Injuries,45.7534246575342,11,17,59.024612579763,0.311425171294627,85.61,6,25813.380543758798,3,0.00609428775687228,10816,4.159402241594018,14.75615314494075,0.16248046964247698,1
Minor_Damage_And_Injuries,46.5753424657534,14,1,64.6308113035552,0.316473855030653,79.72,2,30063.6622439764,1,0.40693396192835896,8394,3.326810176125243,32.3154056517776,10.266657265240356,2
Minor_Damage_And_Injuries,45.296803652967995,15,3,76.7547857793984,0.215500180310133,78.31,2,22004.4704078618,2,0.292872788776625,5069,3.0197869101978663,25.5849285931328,4.942468208589627,2
Significant_Damage_And_Fatalities,40.5479452054794,20,14,50.3646308113035,0.354699603317706,77.62,2,45105.8414366345,2,0.617744870168884,4507,2.02739726027397,16.7882102704345,17.007617844283004,3
Minor_Damage_And_Injuries,57.5799086757991,11,4,61.3947128532361,0.5483526866209879,80.98,2,20134.1452289941,2,0.270944893610654,4835,5.234537152345373,20.464904284412032,12.031470720142076,1
Highly_Fatal_And_Damaging,32.1461187214612,12,5,73.5186873290793,0.404104579877389,76.02,1,37060.2236393683,3,1.3583961336022699,6589,2.6788432267884335,18.379671832269825,41.72997019658506,1
Significant_Damage_And_Serious_Injuries,31.5981735159817,15,2,61.5770282588879,0.3492902993148211,83.19,1,23728.3517080817,2,0.870409654339999,8956,2.1065449010654467,20.525676086295967,25.291893714598316,2
Significant_Damage_And_Fatalities,20.2283105022831,15,1,56.1531449407475,0.523469888207717,77.04,4,36683.459920566296,1,0.0678905095124799,6418,1.3485540334855401,28.07657247037375,2.7378966272114305,2
Significant_Damage_And_Fatalities,26.2100456621005,14,3,56.1531449407475,0.784558961413632,82.75,1,48583.5486330922,3,1.7819138386816697,1739,1.8721461187214643,14.038286235186876,115.68586294253636,2
Significant_Damage_And_Serious_Injuries,51.0045662100457,10,18,57.5660893345488,0.38823728813559294,78.93,6,37429.1532436738,2,0.00915243168490802,1081,5.10045662100457,19.1886964448496,0.28046317325039866,1
Significant_Damage_And_Serious_Injuries,43.5159817351598,12,2,62.0328167730173,0.45134583483591795,87.34,3,37571.9051001859,3,0.18690900082285397,230,3.6263318112633165,15.508204193254326,7.368054717947244,1
Significant_Damage_And_Fatalities,35.2511415525114,11,6,51.3673655423883,0.398695275874504,80.44,7,35285.2690352296,2,0.00321236301491286,7862,3.2046492320464908,17.1224551807961,0.10302384841689237,1
Highly_Fatal_And_Damaging,33.7442922374429,11,2,64.4484958979034,0.514093761269383,77.34,4,3971.09422585752,1,0.0201031280653107,5615,3.067662930676627,32.2242479489517,0.7993006029938544,1
Minor_Damage_And_Injuries,31.8264840182648,19,0,76.0711030082042,0.386434186801298,81.57,4,36989.0802344552,2,0.0672799843490762,8718,1.675078106224463,25.357034336068068,2.12076176227785,3
Significant_Damage_And_Serious_Injuries,42.8767123287671,12,14,68.9608021877849,0.254447169130905,77.23,4,13938.951027036299,3,0.0255570135508452,1796,3.5730593607305914,17.240200546946227,0.5022197199502351,1
Significant_Damage_And_Serious_Injuries,31.506849315068497,15,4,61.5770282588879,0.49389902632527904,80.47,6,42708.8544741583,3,0.0105571863156422,8646,2.1004566210045663,15.394257064721975,0.4195853898621736,2
Highly_Fatal_And_Damaging,35.9817351598173,11,7,85.9617137648131,0.19891164803461897,78.48,3,22102.038543134102,2,0.110911641223805,925,3.2710668327106633,28.653904588271033,1.7313957290041966,1
Minor_Damage_And_Injuries,30.1369863013699,16,3,53.281677301731996,0.250119725928597,82.18,1,17318.5484826987,2,0.6516237432438571,2300,1.8835616438356189,17.760559100577332,13.39402118100741,2
Highly_Fatal_And_Damaging,54.5205479452055,5,3,80.0364630811304,0.18304435629282395,80.05,3,40028.3261414048,0,0.19833600453073896,6035,10.9041095890411,80.0364630811304,2.9061581166355293,0
Minor_Damage_And_Injuries,54.885844748858396,12,4,61.2579762989973,0.4372816444284171,78.36,4,28287.9926044483,1,0.0523085891514352,645,4.5738203957382,30.62898814949865,1.7923741897033367,1
Minor_Damage_And_Injuries,57.5799086757991,11,1,76.8915223336372,0.428266137756942,87.23,2,35859.444796217904,2,0.4857707984398089,2384,5.234537152345373,25.63050744454573,18.147257992661366,1
Highly_Fatal_And_Damaging,27.305936073059396,13,13,84.8678213309025,0.263823296069239,80.27,2,29399.9062826069,2,0.399359325657671,5453,2.100456621004569,28.2892737769675,8.457270768154597,2
Minor_Damage_And_Injuries,58.2648401826484,11,7,68.91522333637201,0.284739271547061,81.92,3,38968.236520877996,3,0.19627479673633397,9005,5.296803652968037,17.228805834093002,4.578274725539939,1
Significant_Damage_And_Fatalities,83.6529680365297,7,1,89.51686417502279,0.27536314460872696,80.07,6,30107.346641430602,4,0.00716896155939985,4175,11.950424005218528,17.903372835004557,0.1580636086319343,1
Highly_Fatal_And_Damaging,34.7945205479452,11,19,61.6681859617138,0.448460872701046,78.22,4,44997.4738217543,1,0.0815350514760914,9726,3.1631382316313816,30.8340929808569,2.86013622824898,1
Highly_Fatal_And_Damaging,29.7260273972603,12,17,75.75205104831359,0.19602668589974803,77.49,4,28715.7080419414,1,0.0531058897859763,8335,2.4771689497716918,37.876025524156795,0.8066841954631565,1
Highly_Fatal_And_Damaging,32.3744292237443,12,11,66.5907019143118,0.586939055174901,79.61,4,25615.582228896,2,0.0470079021016096,8382,2.6978691019786916,22.19690063810393,2.196501489900182,1
Minor_Damage_And_Injuries,15.205479452054801,20,10,50.5925250683683,0.40807140281283794,80.6,1,23086.070390942998,4,0.849133433713455,9993,0.7602739726027401,10.11850501367366,27.92846996054096,3
Significant_Damage_And_Fatalities,69.36073059360729,11,31,88.4685505925251,0.250480346195456,79.36,6,44244.903458707005,1,0.0105692095171719,875,6.305520963055208,44.23427529626255,0.21009601798420302,1
Significant_Damage_And_Fatalities,17.7168949771689,16,1,54.968094804010896,0.47154056978002207,76.78,4,36683.459920566296,1,0.0677018072057364,2325,1.1073059360730562,27.484047402005448,2.4511361406357364,2
Significant_Damage_And_Fatalities,30.3196347031963,12,1,52.2333637192343,0.42249621348719796,77.99,2,9666.94055790232,2,0.12212240073769,11248,2.5266362252663583,17.411121239744766,4.023991685185,1
Minor_Damage_And_Injuries,56.027397260274,12,13,62.853236098450296,0.312507032095204,77.36,5,44899.0705087481,2,0.0297081807839066,8489,4.6689497716895,20.951078699483432,0.718211431786996,1
Minor_Damage_And_Injuries,41.7351598173516,16,5,66.4995442114859,0.46577064551027797,76.2,2,32060.634073431298,3,0.43265129710754,7000,2.608447488584475,16.624886052871474,15.355540073819416,2
Minor_Damage_And_Injuries,56.8493150684931,12,0,73.1996353691887,0.35217526144969297,80.79,2,29887.8059671659,2,0.40559831303273297,4283,4.7374429223744245,24.399878456396234,11.540180291497899,1
Significant_Damage_And_Serious_Injuries,16.6666666666667,19,15,65.9981768459435,0.499308330328164,76.53,1,11268.2935055275,3,0.41675474434655607,3799,0.8771929824561421,16.499544211485876,15.925060013502193,3
Significant_Damage_And_Serious_Injuries,27.397260273972602,17,0,72.1969006381039,0.34027479264334604,77.36,2,30684.6725583661,2,0.415919626722151,7372,1.6116035455278002,24.065633546034633,10.948525992222795,2
Significant_Damage_And_Serious_Injuries,47.899543378995396,18,12,53.783044667274396,0.472622430580599,78.87,6,24170.0895338431,2,0.0058973059340499,9008,2.661085743277522,17.92768155575813,0.2198263902114406,2
Minor_Damage_And_Injuries,42.6940639269406,12,11,45.67000911577029,0.414923187883159,81.84,3,29832.3547137758,2,0.148519062507784,11554,3.5578386605783834,15.22333637192343,5.043308395465783,1
Minor_Damage_And_Injuries,65.98173515981729,9,3,64.9954421148587,0.339553552109629,77.98,1,33179.916004662795,2,1.22202819070877,10570,7.331303906646365,21.665147371619568,32.35733412853608,1
Highly_Fatal_And_Damaging,34.6575342465753,11,5,84.1841385597083,0.19891164803461897,78.52,7,53915.3329941275,0,0.00440429373420935,12336,3.1506849315068455,84.1841385597083,0.06878864932686203,1
